x(cm),x_relative,B_fit(mT)
15.85571142284569,4.85571142284569,5.480917829784641
15.901803607214427,4.901803607214427,5.455962993168177
15.947895791583166,4.947895791583166,5.430885059754552
15.993987975951903,4.993987975951903,5.405686706819303
16.04008016032064,5.040080160320642,5.380370615423711
16.086172344689377,5.086172344689377,5.354939469952858
16.132264529058116,5.132264529058116,5.329395957654791
16.178356713426854,5.178356713426854,5.303742768180969
16.22444889779559,5.22444889779559,5.277982593128046
16.27054108216433,5.270541082164328,5.252118125581123
16.316633266533064,5.316633266533064,5.22615205965858
16.362725450901802,5.362725450901802,5.200087090058562
16.40881763527054,5.408817635270541,5.173925911607261
16.454909819639276,5.454909819639276,5.1476712188090685
16.501002004008015,5.501002004008015,5.121325705398698
16.547094188376754,5.547094188376754,5.09489206389542
16.59318637274549,5.593186372745489,5.06837298515945
16.639278557114228,5.639278557114228,5.041771157950626
16.685370741482966,5.685370741482966,5.015089268489474
16.7314629258517,5.731462925851702,4.988330000020742
16.77755511022044,5.77755511022044,4.961496032379497
16.82364729458918,5.823647294589179,4.934590041559909
16.869739478957914,5.869739478957914,4.907614699286779
16.915831663326653,5.915831663326653,4.880572672589916
16.961923847695388,5.961923847695388,4.853466623381478
17.008016032064127,6.008016032064127,4.826299208036318
17.054108216432866,6.054108216432866,4.799073076975483
17.1002004008016,6.100200400801601,4.771790874252904
17.14629258517034,6.14629258517034,4.744455237145377
17.19238476953908,6.192384769539078,4.71706879574595
17.238476953907814,6.2384769539078135,4.689634172560752
17.284569138276552,6.284569138276552,4.662153982109378
17.33066132264529,6.330661322645291,4.63463083052891
17.376753507014026,6.376753507014026,4.60706731518164
17.422845691382765,6.422845691382765,4.5794660242665675
17.468937875751504,6.468937875751504,4.551829536434794
17.51503006012024,6.515030060120239,4.52416042040883
17.561122244488978,6.561122244488978,4.49646123460591
17.607214428857713,6.607214428857713,4.468734526765428
17.65330661322645,6.653306613226452,4.440982833580488
17.69939879759519,6.69939879759519,4.413208680333724
17.745490981963925,6.7454909819639255,4.385414580537381
17.791583166332664,6.791583166332664,4.357603035577764
17.837675350701403,6.837675350701403,4.329776534364138
17.883767535070138,6.883767535070138,4.301937552982093
17.929859719438877,6.929859719438877,4.27408855435146
17.975951903807616,6.975951903807616,4.246231987888865
18.02204408817635,7.022044088176351,4.218370289174929
18.06813627254509,7.06813627254509,4.1905058796262
18.11422845691383,7.114228456913828,4.162641166171894
18.160320641282564,7.1603206412825635,4.134778540935435
18.206412825651302,7.206412825651302,4.106920380920913
18.252505010020037,7.2525050100200374,4.079069047704483
18.298597194388776,7.298597194388776,4.0512268871307295
18.344689378757515,7.344689378757515,4.023396229014102
18.39078156312625,7.39078156312625,3.995579386845409
18.43687374749499,7.436873747494989,3.9677786575034366
18.482965931863728,7.482965931863728,3.9399963209717677
18.529058116232463,7.529058116232463,3.9122346400607717
18.5751503006012,7.5751503006012015,3.8844958601348614
18.62124248496994,7.62124248496994,3.856782208845045
18.667334669338675,7.6673346693386755,3.8290958958667822
18.713426853707414,7.713426853707414,3.801439112643198
18.759519038076153,7.759519038076153,3.773814032133698
18.805611222444888,7.805611222444888,3.7462228085679863
18.851703406813627,7.851703406813627,3.718667577205532
18.897795591182362,7.897795591182362,3.6911504541005216
18.9438877755511,7.943887775551101,3.663673535872285
18.98997995991984,7.98997995991984,3.636238899481274
19.036072144288575,8.036072144288575,3.6088486020105632
19.082164328657313,8.082164328657313,3.5815046804529156
